Date,Open,High,Low,Close,Adj Close,Volume
2004-04-21,168000.000000,174000.000000,167000.000000,171500.000000,148444.578125,553300
2004-04-22,173000.000000,173000.000000,164000.000000,165000.000000,142818.390625,457100
2004-04-23,167500.000000,168500.000000,161500.000000,163000.000000,141087.250000,463600
2004-04-26,162500.000000,163000.000000,159000.000000,159500.000000,138057.781250,317200
2004-04-27,158000.000000,161000.000000,157000.000000,160000.000000,138490.562500,266200
2004-04-28,160000.000000,161500.000000,156500.000000,158000.000000,136759.421875,243300
2004-04-29,155000.000000,156500.000000,151500.000000,152500.000000,131998.843750,335600
2004-04-30,148500.000000,150000.000000,144000.000000,150000.000000,129834.906250,545400
2004-05-03,150000.000000,151000.000000,146000.000000,148000.000000,128103.750000,236600
2004-05-04,149000.000000,152000.000000,148000.000000,149000.000000,128969.351563,256600
2004-05-05,149000.000000,149000.000000,149000.000000,149000.000000,128969.351563,0
2004-05-06,149000.000000,149000.000000,135000.000000,135500.000000,117284.195313,390200
2004-05-07,135000.000000,142500.000000,131500.000000,138000.000000,119448.109375,670900
2004-05-10,135000.000000,138500.000000,126000.000000,131500.000000,113821.921875,434500
2004-05-11,131000.000000,133500.000000,127500.000000,128500.000000,111225.226563,416700
2004-05-12,132000.000000,139000.000000,131000.000000,139000.000000,120313.664063,665900
2004-05-13,137000.000000,138500.000000,133000.000000,133500.000000,115553.054688,350100
2004-05-14,136000.000000,136500.000000,127000.000000,128000.000000,110792.429688,466600
2004-05-17,126500.000000,131000.000000,120000.000000,120500.000000,104300.710938,441800
2004-05-18,118500.000000,128000.000000,118000.000000,125500.000000,108628.515625,574200
2004-05-19,127500.000000,140500.000000,127500.000000,135000.000000,116851.406250,500400
2004-05-20,132000.000000,137000.000000,128000.000000,131000.000000,113389.132813,435200
2004-05-21,134000.000000,135000.000000,131500.000000,134000.000000,115985.835938,293900
2004-05-24,137000.000000,137500.000000,132000.000000,132500.000000,114687.507813,362100
2004-05-25,130000.000000,130500.000000,127000.000000,128500.000000,111225.226563,321000
2004-05-26,128500.000000,128500.000000,128500.000000,128500.000000,111225.226563,0
2004-05-27,132000.000000,134000.000000,130500.000000,130500.000000,112956.367188,441500
2004-05-28,132500.000000,133500.000000,123000.000000,128500.000000,111225.226563,867300
2004-05-31,129500.000000,130000.000000,125500.000000,126500.000000,109494.109375,264100
2004-06-01,129500.000000,133000.000000,128500.000000,133000.000000,115120.273438,490700
2004-06-02,131000.000000,136000.000000,128500.000000,134000.000000,115985.835938,328200
2004-06-03,134000.000000,134000.000000,125500.000000,125500.000000,108628.515625,501000
2004-06-04,126000.000000,127500.000000,121000.000000,124000.000000,107330.179688,456000
2004-06-07,125000.000000,128000.000000,125000.000000,128000.000000,110792.429688,359300
2004-06-08,133000.000000,135000.000000,130500.000000,132500.000000,114687.507813,588900
2004-06-09,134500.000000,135000.000000,128000.000000,129000.000000,111658.000000,296500
2004-06-10,127000.000000,129000.000000,125000.000000,126000.000000,109061.312500,449900
2004-06-11,125000.000000,126000.000000,113500.000000,116000.000000,100405.640625,863100
2004-06-14,111000.000000,115000.000000,104000.000000,107500.000000,93048.335938,906800
2004-06-15,108500.000000,112500.000000,106500.000000,111500.000000,96510.625000,816800
2004-06-16,111500.000000,114000.000000,109500.000000,110000.000000,95212.242188,560600
2004-06-17,109500.000000,115000.000000,108000.000000,115000.000000,99540.078125,452900
2004-06-18,113000.000000,114000.000000,109500.000000,110500.000000,95645.031250,417100
2004-06-21,111000.000000,113000.000000,108500.000000,110500.000000,95645.031250,289900
2004-06-22,109000.000000,112000.000000,108000.000000,110000.000000,95212.242188,265400
2004-06-23,110500.000000,115000.000000,110500.000000,113500.000000,98241.734375,571000
2004-06-24,117000.000000,117500.000000,114500.000000,116000.000000,100405.640625,351000
2004-06-25,115000.000000,122000.000000,114500.000000,121000.000000,104733.484375,428500
2004-06-28,121500.000000,122000.000000,117500.000000,118500.000000,102569.562500,226800
2004-06-29,117500.000000,119500.000000,115500.000000,119500.000000,103873.429688,207400
2004-06-30,119500.000000,122500.000000,118500.000000,121500.000000,105611.890625,284000
2004-07-01,122000.000000,123500.000000,119000.000000,119500.000000,103873.429688,204100
2004-07-02,116000.000000,116000.000000,111500.000000,112000.000000,97354.171875,404200
2004-07-05,112000.000000,113500.000000,110500.000000,111500.000000,96919.554688,224000
2004-07-06,111000.000000,113000.000000,110000.000000,111000.000000,96484.945313,204700
2004-07-07,107500.000000,111500.000000,107000.000000,111500.000000,96919.554688,224400
2004-07-08,110500.000000,111000.000000,106500.000000,106500.000000,92573.382813,375700
2004-07-09,107500.000000,112500.000000,107000.000000,112000.000000,97354.171875,406400
2004-07-12,114500.000000,115000.000000,111500.000000,114000.000000,99092.640625,332500
2004-07-13,115000.000000,115000.000000,110000.000000,112500.000000,97788.781250,246800
2004-07-14,111500.000000,112500.000000,107000.000000,107500.000000,93442.609375,294900
2004-07-15,106500.000000,108000.000000,102500.000000,105000.000000,91269.531250,428700
2004-07-16,104000.000000,108000.000000,101000.000000,106500.000000,92573.382813,613600
2004-07-19,104000.000000,110000.000000,103500.000000,110000.000000,95615.687500,298100
2004-07-20,108500.000000,109000.000000,106500.000000,108000.000000,93877.234375,301100
2004-07-21,113000.000000,115000.000000,111000.000000,115000.000000,99961.875000,575300
2004-07-22,111000.000000,114500.000000,110500.000000,114000.000000,99092.640625,290600
2004-07-23,115500.000000,115500.000000,111500.000000,114000.000000,99092.640625,282100
2004-07-26,111000.000000,113000.000000,110000.000000,110000.000000,95615.687500,223300
2004-07-27,109000.000000,112000.000000,107500.000000,111500.000000,96919.554688,191400
2004-07-28,114000.000000,115000.000000,113000.000000,115000.000000,99961.875000,284800
2004-07-29,114000.000000,114500.000000,110500.000000,111000.000000,96484.945313,114100
2004-07-30,114000.000000,114000.000000,109000.000000,109500.000000,95181.093750,182100
2004-08-02,110000.000000,111000.000000,108000.000000,108500.000000,94311.859375,251700
2004-08-03,110000.000000,111000.000000,108500.000000,109500.000000,95181.093750,198100
2004-08-04,107000.000000,108000.000000,104500.000000,107000.000000,93008.000000,260400
2004-08-05,108000.000000,113000.000000,107000.000000,113000.000000,98223.414063,288800
2004-08-06,111000.000000,115000.000000,110500.000000,113000.000000,98223.414063,264200
2004-08-09,111000.000000,116500.000000,111000.000000,116500.000000,101265.710938,276000
2004-08-10,118000.000000,118500.000000,113500.000000,115500.000000,100396.500000,427100
2004-08-11,116500.000000,117000.000000,115000.000000,116500.000000,101265.710938,271900
2004-08-12,116500.000000,119500.000000,116000.000000,118500.000000,103004.179688,402200
2004-08-13,117500.000000,120500.000000,116000.000000,118500.000000,103004.179688,345900
2004-08-16,119500.000000,121500.000000,117000.000000,118000.000000,102569.570313,236300
2004-08-17,121000.000000,121000.000000,116500.000000,118000.000000,102569.570313,223400
2004-08-18,117500.000000,123500.000000,117500.000000,123500.000000,107350.367188,400900
2004-08-19,124500.000000,127000.000000,123500.000000,126000.000000,109523.437500,300600
2004-08-20,125500.000000,127000.000000,125000.000000,126000.000000,109523.437500,160400
2004-08-23,127500.000000,129000.000000,124500.000000,125000.000000,108654.195313,158200
2004-08-24,125500.000000,126000.000000,123500.000000,125500.000000,109088.820313,193600
2004-08-25,126000.000000,127000.000000,123500.000000,125500.000000,109088.820313,240000
2004-08-26,126000.000000,127500.000000,125000.000000,125500.000000,109088.820313,265300
2004-08-27,126000.000000,126500.000000,124500.000000,126000.000000,109523.437500,161500
2004-08-30,126000.000000,127500.000000,122000.000000,123000.000000,106915.734375,211100
2004-08-31,120000.000000,121000.000000,116500.000000,118000.000000,102569.570313,558200
2004-09-01,118000.000000,119500.000000,115500.000000,117000.000000,101700.343750,669600
2004-09-02,117500.000000,118000.000000,115500.000000,118000.000000,102569.570313,435700
2004-09-03,117500.000000,118000.000000,116000.000000,116500.000000,101265.710938,536400
2004-09-06,116000.000000,117000.000000,114000.000000,115500.000000,100396.500000,329500
2004-09-07,115000.000000,115500.000000,111500.000000,111500.000000,96919.554688,389200
2004-09-08,111500.000000,115000.000000,111500.000000,112000.000000,97354.171875,259900
2004-09-09,112000.000000,113500.000000,110500.000000,113000.000000,98223.414063,490600
2004-09-10,113000.000000,120000.000000,113000.000000,119500.000000,103873.429688,552600
2004-09-13,120000.000000,123500.000000,119000.000000,122500.000000,106481.117188,579000
2004-09-14,123500.000000,124000.000000,118000.000000,118000.000000,102569.570313,298600
2004-09-15,117500.000000,118500.000000,115500.000000,117000.000000,101700.343750,289500
2004-09-16,116000.000000,120000.000000,115500.000000,118000.000000,102569.570313,379900
2004-09-17,118000.000000,119000.000000,111500.000000,113000.000000,98223.414063,634300
2004-09-20,112500.000000,115000.000000,111500.000000,113500.000000,98658.000000,464400
2004-09-21,114000.000000,114500.000000,111500.000000,112500.000000,97788.781250,303700
2004-09-22,113500.000000,114000.000000,112500.000000,112500.000000,97788.781250,313700
2004-09-23,112000.000000,113000.000000,111000.000000,112500.000000,97788.781250,261500
2004-09-24,113000.000000,117000.000000,112500.000000,115000.000000,99961.875000,479000
2004-09-27,115000.000000,115000.000000,115000.000000,115000.000000,99961.875000,0
2004-09-28,115000.000000,115000.000000,115000.000000,115000.000000,99961.875000,0
2004-09-29,115000.000000,115000.000000,115000.000000,115000.000000,99961.875000,0
2004-09-30,115500.000000,116000.000000,112500.000000,113500.000000,98658.000000,189500
2004-10-01,113500.000000,115500.000000,113500.000000,115000.000000,99961.875000,188300
2004-10-04,117500.000000,122500.000000,117000.000000,122500.000000,106481.117188,658300
2004-10-05,123000.000000,124000.000000,121500.000000,123500.000000,107350.367188,458700
2004-10-06,124000.000000,126000.000000,122000.000000,122000.000000,106046.500000,597500
2004-10-07,122000.000000,123000.000000,117500.000000,119000.000000,103438.789063,375400
2004-10-08,118000.000000,121500.000000,117500.000000,118500.000000,103004.179688,269900
2004-10-11,118500.000000,120500.000000,118500.000000,120000.000000,104308.039063,230300
2004-10-12,119500.000000,119500.000000,113000.000000,113000.000000,98223.414063,674100
2004-10-13,113500.000000,115000.000000,112500.000000,113500.000000,98658.000000,254700
2004-10-14,112000.000000,113500.000000,111500.000000,112000.000000,97354.171875,236700
2004-10-15,110500.000000,114000.000000,110500.000000,112500.000000,97788.781250,196500
2004-10-18,112000.000000,117500.000000,112000.000000,113500.000000,98658.000000,285900
2004-10-19,115000.000000,116500.000000,113500.000000,114500.000000,99527.257813,195700
2004-10-20,113500.000000,114500.000000,110500.000000,110500.000000,96050.320313,283000
2004-10-21,110500.000000,111500.000000,103500.000000,105000.000000,91269.531250,370900
2004-10-22,106000.000000,108000.000000,105500.000000,106500.000000,92573.382813,197700
2004-10-25,105500.000000,105500.000000,100000.000000,101000.000000,87792.593750,363800
2004-10-26,100500.000000,102000.000000,99300.000000,99900.000000,86836.429688,427800
2004-10-27,101000.000000,101500.000000,96100.000000,96500.000000,83881.046875,546800
2004-10-28,98200.000000,100500.000000,97900.000000,100500.000000,87357.984375,379900
2004-10-29,99100.000000,101500.000000,99000.000000,101000.000000,87792.593750,178400
2004-11-01,99700.000000,101000.000000,99400.000000,99500.000000,86488.734375,160500
2004-11-02,99500.000000,101000.000000,99500.000000,101000.000000,87792.593750,238300
2004-11-03,101500.000000,102000.000000,99800.000000,101000.000000,87792.593750,358400
2004-11-04,100500.000000,102500.000000,100000.000000,100500.000000,87357.984375,400700
2004-11-05,101500.000000,102500.000000,99500.000000,99500.000000,86488.734375,376400
2004-11-08,100000.000000,100000.000000,96400.000000,96400.000000,83794.125000,546200
2004-11-09,96200.000000,97000.000000,94700.000000,95000.000000,82577.203125,364100
2004-11-10,95000.000000,96000.000000,94700.000000,95500.000000,83011.804688,522200
2004-11-11,95100.000000,100500.000000,95100.000000,100000.000000,86923.359375,926400
2004-11-12,101500.000000,105000.000000,99900.000000,103500.000000,89965.679688,618400
2004-11-15,105500.000000,106500.000000,104500.000000,104500.000000,90834.898438,372100
2004-11-16,104000.000000,106000.000000,103500.000000,105500.000000,91704.140625,317900
2004-11-17,106000.000000,110000.000000,105500.000000,107500.000000,93442.609375,349800
2004-11-18,108000.000000,109500.000000,105500.000000,107500.000000,93442.609375,227400
2004-11-19,107000.000000,107500.000000,104500.000000,106000.000000,92138.765625,239700
2004-11-22,103500.000000,104500.000000,101500.000000,103000.000000,89531.054688,257800
2004-11-23,104500.000000,106000.000000,102500.000000,106000.000000,92138.765625,175200
2004-11-24,105500.000000,107500.000000,103500.000000,106500.000000,92573.382813,247000
2004-11-25,108000.000000,108000.000000,104500.000000,105000.000000,91269.531250,277600
2004-11-26,105000.000000,109500.000000,105000.000000,106000.000000,92138.765625,359900
2004-11-29,106500.000000,106500.000000,104500.000000,105500.000000,91704.140625,174700
2004-11-30,105500.000000,107500.000000,104500.000000,107500.000000,93442.609375,273800
2004-12-01,106500.000000,107500.000000,104000.000000,105000.000000,91269.531250,173400
2004-12-02,107000.000000,108000.000000,104500.000000,105500.000000,91704.140625,266900
2004-12-03,107000.000000,108000.000000,106000.000000,107500.000000,93442.609375,282100
2004-12-06,107500.000000,107500.000000,104500.000000,105000.000000,91269.531250,141100
2004-12-07,104000.000000,105000.000000,99800.000000,100000.000000,86923.359375,427800
2004-12-08,99100.000000,101000.000000,99100.000000,101000.000000,87792.593750,225400
2004-12-09,100000.000000,101000.000000,99000.000000,99100.000000,86141.054688,386000
2004-12-10,98600.000000,100500.000000,98600.000000,100500.000000,87357.984375,154800
2004-12-13,100500.000000,102500.000000,99700.000000,102500.000000,89096.453125,133600
2004-12-14,102500.000000,107500.000000,101500.000000,106000.000000,92138.765625,269200
2004-12-15,107000.000000,108500.000000,106500.000000,108500.000000,94311.859375,299000
2004-12-16,109500.000000,112500.000000,108500.000000,112000.000000,97354.171875,573100
2004-12-17,112500.000000,113000.000000,110000.000000,111000.000000,96484.945313,280900
2004-12-20,111000.000000,114500.000000,109500.000000,114500.000000,99527.257813,285700
2004-12-21,114500.000000,114500.000000,111000.000000,112500.000000,97788.781250,237100
2004-12-22,114000.000000,114000.000000,110500.000000,111000.000000,96484.945313,163100
2004-12-23,111000.000000,112000.000000,107500.000000,107500.000000,93442.609375,233100
2004-12-24,107500.000000,108500.000000,106500.000000,108500.000000,94311.859375,190500
2004-12-27,108500.000000,109500.000000,108500.000000,109000.000000,94746.476563,126100
2004-12-28,107500.000000,109500.000000,107000.000000,108000.000000,93877.234375,281000
2004-12-29,107500.000000,110000.000000,107000.000000,110000.000000,97881.460938,220600
2004-12-30,110500.000000,113000.000000,110000.000000,113000.000000,100550.976563,265700
2004-12-31,113000.000000,113000.000000,113000.000000,113000.000000,100550.976563,0
2005-01-03,null,null,null,null,null,null
2005-01-04,108000.000000,109000.000000,104000.000000,104500.000000,92987.390625,658000
2005-01-05,103000.000000,103000.000000,101000.000000,102500.000000,91207.742188,400800
2005-01-06,102500.000000,105000.000000,102000.000000,104000.000000,92542.500000,468300
2005-01-07,103000.000000,104500.000000,101000.000000,102500.000000,91207.742188,413000
2005-01-10,101500.000000,102500.000000,100500.000000,101500.000000,90317.906250,271300
2005-01-11,102000.000000,106000.000000,101500.000000,106000.000000,94322.148438,413100
2005-01-12,105500.000000,106000.000000,101500.000000,102500.000000,91207.742188,397500
2005-01-13,103000.000000,104500.000000,102500.000000,104500.000000,92987.390625,287100
2005-01-14,103500.000000,107500.000000,102500.000000,105500.000000,93877.226563,774100
2005-01-17,107000.000000,107500.000000,104000.000000,106000.000000,94322.148438,949300
2005-01-18,107500.000000,111000.000000,107500.000000,109500.000000,97436.570313,1021500
2005-01-19,110500.000000,113000.000000,108500.000000,108500.000000,96546.734375,630600
2005-01-20,108000.000000,111500.000000,108000.000000,110000.000000,97881.460938,359100
2005-01-21,109000.000000,113000.000000,109000.000000,113000.000000,100550.976563,470800
2005-01-24,113500.000000,116000.000000,113000.000000,115500.000000,102775.554688,648100
2005-01-25,114000.000000,114500.000000,109500.000000,111500.000000,99216.218750,379200
2005-01-26,112500.000000,113000.000000,109000.000000,111000.000000,98771.312500,303000
2005-01-27,110500.000000,111000.000000,107000.000000,107500.000000,95656.882813,431600
2005-01-28,107000.000000,111000.000000,106500.000000,111000.000000,98771.312500,328600
2005-01-31,109500.000000,112000.000000,109000.000000,112000.000000,99661.132813,308500
2005-02-01,113000.000000,113500.000000,110000.000000,111500.000000,99216.218750,252300
2005-02-02,112000.000000,112000.000000,110000.000000,111000.000000,98771.312500,150400
2005-02-03,109500.000000,112000.000000,109000.000000,112000.000000,99661.132813,344900
2005-02-04,111000.000000,112000.000000,110500.000000,112000.000000,99661.132813,267300
2005-02-07,113500.000000,114000.000000,112000.000000,112500.000000,100106.046875,403000
2005-02-08,112500.000000,112500.000000,112500.000000,112500.000000,100106.046875,0
2005-02-09,112500.000000,112500.000000,112500.000000,112500.000000,100106.046875,0
2005-02-10,112500.000000,112500.000000,112500.000000,112500.000000,100106.046875,0
2005-02-11,110500.000000,112500.000000,109500.000000,112500.000000,100106.046875,649100
2005-02-14,113500.000000,114500.000000,112500.000000,114500.000000,101885.718750,405300
2005-02-15,116000.000000,120000.000000,115500.000000,119500.000000,106334.875000,1066300
2005-02-16,120500.000000,121000.000000,116500.000000,118000.000000,105000.125000,554200
2005-02-17,117500.000000,118000.000000,116000.000000,118000.000000,105000.125000,347900
2005-02-18,115500.000000,118500.000000,115500.000000,118500.000000,105445.031250,485900
2005-02-21,119500.000000,120500.000000,117500.000000,118500.000000,105445.031250,585600
2005-02-22,119000.000000,119500.000000,116000.000000,117500.000000,104555.218750,370900
2005-02-23,116000.000000,117500.000000,115000.000000,115500.000000,102775.554688,336400
2005-02-24,115500.000000,119000.000000,115500.000000,119000.000000,105889.945313,330200
2005-02-25,120000.000000,122000.000000,119500.000000,122000.000000,108559.445313,666300
2005-02-28,124500.000000,125000.000000,122000.000000,123500.000000,109894.210938,566800
2005-03-01,123500.000000,123500.000000,123500.000000,123500.000000,109894.210938,0
2005-03-02,124000.000000,124500.000000,122000.000000,123000.000000,109449.281250,429800
2005-03-03,123000.000000,124500.000000,121500.000000,123000.000000,109449.281250,278200
2005-03-04,122000.000000,123500.000000,122000.000000,122500.000000,109004.367188,255400
2005-03-07,122500.000000,123500.000000,119000.000000,120500.000000,107224.703125,355600
2005-03-08,121000.000000,121000.000000,116000.000000,116500.000000,103665.367188,494900
2005-03-09,114500.000000,115000.000000,110000.000000,113000.000000,100550.976563,808100
2005-03-10,111500.000000,115000.000000,111000.000000,111500.000000,99216.218750,568300
2005-03-11,111500.000000,112500.000000,109500.000000,111500.000000,99216.218750,770800
2005-03-14,110000.000000,111000.000000,108500.000000,110000.000000,97881.460938,514600
2005-03-15,110500.000000,111000.000000,108000.000000,108000.000000,96101.804688,470600
2005-03-16,107500.000000,108500.000000,106000.000000,108500.000000,96546.734375,623900
2005-03-17,106000.000000,108000.000000,103500.000000,103500.000000,92097.570313,844600
2005-03-18,102500.000000,104500.000000,101500.000000,104000.000000,92542.500000,609400
2005-03-21,104000.000000,105000.000000,102000.000000,105000.000000,93432.320313,487300
2005-03-22,104500.000000,106500.000000,104000.000000,106000.000000,94322.148438,263400
2005-03-23,105000.000000,106500.000000,104000.000000,105000.000000,93432.320313,192900
2005-03-24,104000.000000,105000.000000,103500.000000,104000.000000,92542.500000,215800
2005-03-25,103500.000000,105500.000000,103500.000000,105500.000000,93877.226563,147600
2005-03-28,107000.000000,108500.000000,105500.000000,106500.000000,94767.054688,238600
2005-03-29,106500.000000,106500.000000,104000.000000,105500.000000,93877.226563,221100
2005-03-30,104500.000000,106000.000000,104000.000000,106000.000000,94322.148438,150300
2005-03-31,106000.000000,106500.000000,104000.000000,104500.000000,92987.390625,389100
2005-04-01,102500.000000,104000.000000,101000.000000,103500.000000,92097.570313,586000
2005-04-04,102500.000000,103000.000000,101500.000000,102000.000000,90762.804688,255800
2005-04-05,102000.000000,102000.000000,102000.000000,102000.000000,90762.804688,0
2005-04-06,101500.000000,102500.000000,99600.000000,100000.000000,88983.156250,781900
2005-04-07,99700.000000,101000.000000,99500.000000,99900.000000,88894.171875,479600
2005-04-08,100500.000000,100500.000000,99800.000000,99900.000000,88894.171875,426900
2005-04-11,99200.000000,100000.000000,99000.000000,99400.000000,88449.265625,340400
2005-04-12,99000.000000,99300.000000,97900.000000,98300.000000,87470.445313,454100
2005-04-13,98000.000000,99100.000000,97800.000000,98600.000000,87737.390625,197700
2005-04-14,98700.000000,99200.000000,98100.000000,98600.000000,87737.390625,321900
2005-04-15,98000.000000,98500.000000,97500.000000,98200.000000,87381.468750,239200
2005-04-18,97000.000000,97500.000000,95800.000000,97000.000000,86313.664063,364900
2005-04-19,96800.000000,97500.000000,95900.000000,97300.000000,86580.609375,255300
2005-04-20,97300.000000,99900.000000,97300.000000,98800.000000,87915.367188,561100
2005-04-21,98200.000000,99100.000000,96800.000000,98500.000000,87648.398438,278800
2005-04-22,100000.000000,100000.000000,98900.000000,99300.000000,88360.281250,244100
2005-04-25,98100.000000,99400.000000,97800.000000,99400.000000,88449.265625,156400
2005-04-26,98600.000000,99400.000000,98400.000000,98800.000000,87915.367188,134800
2005-04-27,97800.000000,98800.000000,97500.000000,98800.000000,87915.367188,236500
2005-04-28,98800.000000,98800.000000,97600.000000,98200.000000,87381.468750,128200
2005-04-29,97800.000000,97800.000000,96800.000000,97400.000000,86669.585938,184100
2005-05-02,97500.000000,98600.000000,97000.000000,98600.000000,87737.390625,110500
2005-05-03,98300.000000,98600.000000,97100.000000,97500.000000,86758.585938,112300
2005-05-04,97100.000000,97500.000000,97100.000000,97500.000000,86758.585938,264600
2005-05-05,97500.000000,97500.000000,97500.000000,97500.000000,86758.585938,0
2005-05-06,97200.000000,97500.000000,96300.000000,96900.000000,86224.679688,373400
2005-05-09,96300.000000,96700.000000,95100.000000,95800.000000,85245.867188,309800
2005-05-10,95500.000000,96200.000000,95100.000000,95400.000000,84889.929688,219700
2005-05-11,94000.000000,94800.000000,94000.000000,94500.000000,84089.078125,272500
2005-05-12,94100.000000,94600.000000,94100.000000,94200.000000,83822.125000,198700
2005-05-13,93800.000000,95300.000000,93100.000000,95000.000000,84534.007813,241500
2005-05-16,95600.000000,96600.000000,95600.000000,96300.000000,85690.773438,208900
2005-05-17,97000.000000,97200.000000,95700.000000,96400.000000,85779.765625,126100
2005-05-18,97400.000000,97500.000000,96500.000000,97300.000000,86580.609375,193000
2005-05-19,97600.000000,98100.000000,97300.000000,98100.000000,87292.460938,239800
2005-05-20,98100.000000,98900.000000,97500.000000,97700.000000,86936.546875,145400
2005-05-23,97100.000000,97500.000000,96700.000000,97200.000000,86491.617188,140500
2005-05-24,97700.000000,97900.000000,96400.000000,96800.000000,86135.710938,111000
2005-05-25,96600.000000,97600.000000,96200.000000,97200.000000,86491.617188,110800
2005-05-26,96600.000000,97000.000000,95700.000000,95900.000000,85334.851563,179000
2005-05-27,96300.000000,96800.000000,96000.000000,96200.000000,85601.789063,217100
2005-05-30,96300.000000,96700.000000,96200.000000,96400.000000,85779.765625,119500
2005-05-31,96000.000000,96500.000000,95700.000000,96400.000000,85779.765625,140500
2005-06-01,95900.000000,96300.000000,95800.000000,96000.000000,85423.828125,153200
2005-06-02,96400.000000,98100.000000,96100.000000,96600.000000,85957.734375,332400
2005-06-03,97400.000000,98000.000000,97100.000000,97700.000000,86936.546875,397700
2005-06-06,97700.000000,97700.000000,97700.000000,97700.000000,86936.546875,0
2005-06-07,97600.000000,98300.000000,96800.000000,97700.000000,86936.546875,284500
2005-06-08,98000.000000,98700.000000,97700.000000,98500.000000,87648.398438,275600
2005-06-09,98000.000000,98900.000000,97800.000000,98900.000000,88004.359375,220300
2005-06-10,98500.000000,98900.000000,98100.000000,98300.000000,87470.445313,143700
2005-06-13,98100.000000,99900.000000,98100.000000,99500.000000,88538.234375,289000
2005-06-14,99600.000000,99900.000000,99200.000000,99400.000000,88449.265625,145800
2005-06-15,99900.000000,99900.000000,98600.000000,99900.000000,88894.171875,251500
2005-06-16,100000.000000,100000.000000,99400.000000,99700.000000,88716.203125,99300
2005-06-17,99400.000000,99600.000000,98100.000000,98600.000000,87737.390625,214500
2005-06-20,98100.000000,98500.000000,97600.000000,97800.000000,87025.515625,153500
2005-06-21,97300.000000,97800.000000,96800.000000,97000.000000,86313.664063,239500
2005-06-22,96300.000000,97500.000000,96300.000000,97200.000000,86491.617188,173200
2005-06-23,97200.000000,98400.000000,97100.000000,97900.000000,87114.500000,180000
2005-06-24,96800.000000,97200.000000,96300.000000,96600.000000,85957.734375,305800
2005-06-27,95700.000000,96600.000000,95200.000000,95600.000000,85067.898438,319200
2005-06-28,96800.000000,97000.000000,95900.000000,96200.000000,85601.789063,175800
2005-06-29,97000.000000,97400.000000,95900.000000,96100.000000,85512.820313,205100
2005-06-30,96000.000000,97600.000000,96000.000000,97100.000000,86402.656250,261300
2005-07-01,96500.000000,97900.000000,96400.000000,97200.000000,86491.617188,221800
2005-07-04,98300.000000,98300.000000,97500.000000,97600.000000,86847.562500,262400
2005-07-05,98000.000000,98800.000000,98000.000000,98000.000000,87203.492188,270600
2005-07-06,98100.000000,102000.000000,98100.000000,101500.000000,90317.906250,1338600
2005-07-07,102000.000000,103000.000000,101000.000000,101500.000000,90317.906250,503800
2005-07-08,102000.000000,103000.000000,101000.000000,102500.000000,91207.742188,312400
2005-07-11,105000.000000,106000.000000,104000.000000,105500.000000,93877.226563,894900
2005-07-12,106500.000000,107000.000000,105000.000000,105000.000000,93432.320313,434200
2005-07-13,104500.000000,105500.000000,104000.000000,105000.000000,93432.320313,228400
2005-07-14,106000.000000,107000.000000,105000.000000,106000.000000,94322.148438,584100
2005-07-15,107000.000000,107000.000000,104000.000000,106000.000000,94322.148438,456700
2005-07-18,106000.000000,106500.000000,104500.000000,105000.000000,93432.320313,212300
2005-07-19,103500.000000,105000.000000,102000.000000,103000.000000,91652.640625,596200
2005-07-20,103000.000000,103500.000000,101000.000000,101500.000000,90317.906250,507500
2005-07-21,102000.000000,103000.000000,101000.000000,102000.000000,90762.804688,379700
2005-07-22,100000.000000,102000.000000,99900.000000,101500.000000,90317.906250,341300
2005-07-25,100500.000000,102500.000000,100500.000000,102000.000000,90762.804688,182900
2005-07-26,103000.000000,105000.000000,102000.000000,103000.000000,91652.640625,565900
2005-07-27,104500.000000,105000.000000,102000.000000,103500.000000,92097.570313,508000
2005-07-28,104500.000000,104500.000000,102500.000000,103000.000000,91652.640625,288900
2005-07-29,103500.000000,103500.000000,101500.000000,102000.000000,90762.804688,409500
2005-08-01,101500.000000,102500.000000,101000.000000,102500.000000,91207.742188,281800
2005-08-02,102000.000000,102500.000000,101000.000000,102000.000000,90762.804688,248100
2005-08-03,102000.000000,105000.000000,101500.000000,102000.000000,90762.804688,585400
2005-08-04,102000.000000,103000.000000,101000.000000,101500.000000,90317.906250,441200
2005-08-05,101500.000000,102500.000000,101000.000000,102000.000000,90762.804688,208400
2005-08-08,101500.000000,102000.000000,101000.000000,102000.000000,90762.804688,100200
2005-08-09,102500.000000,103500.000000,102000.000000,102000.000000,90762.804688,191800
2005-08-10,103500.000000,103500.000000,102000.000000,102500.000000,91207.742188,271100
2005-08-11,102500.000000,105000.000000,102000.000000,104500.000000,92987.390625,814300
2005-08-12,105500.000000,105500.000000,103500.000000,105000.000000,93432.320313,344500
2005-08-15,105000.000000,105000.000000,105000.000000,105000.000000,93432.320313,0
2005-08-16,105500.000000,105500.000000,103000.000000,104000.000000,92542.500000,306300
2005-08-17,102500.000000,104000.000000,102000.000000,103500.000000,92097.570313,181800
2005-08-18,103500.000000,104000.000000,102000.000000,102500.000000,91207.742188,328700
2005-08-19,102000.000000,103500.000000,102000.000000,102500.000000,91207.742188,292500
2005-08-22,102500.000000,104000.000000,102500.000000,103000.000000,91652.640625,276200
2005-08-23,103500.000000,104500.000000,102000.000000,102500.000000,91207.742188,326600
